"","simu","n","p","omega_structure","zi_type","zi_config","method","criterion","omega_rmse","AUC","rmse_fit","fallout","recall","precision","f1_score","time"
"36","12","300","20","erdos_renyi","covar","covar_1","PLN_ZIvar","BIC","0.07","0.7533125","0.539527894650417","0.011","0.5","0.667","0.571","8.29546737670898"
"37","13","300","20","erdos_renyi","covar","covar_1","PLN","BIC","0.1","0.3712","0.479685935329277","0.089","0.2","0.111","0.143","21.5888235569"
"38","13","300","20","erdos_renyi","covar","covar_1","ZIPLN","BIC","0.08","0.66045","0.574707638509316","0","0.2","1","0.333","12.1231620311737"
"39","13","300","20","erdos_renyi","covar","covar_1","PLN_ZIvar","BIC","0.08","0.79775","0.530624103756405","0","0.5","1","0.667","8.62885284423828"
"40","14","300","20","erdos_renyi","covar","covar_1","PLN","BIC","0.08","0.501125","0.420480711077629","0.126","0.375","0.115","0.176","33.7555572986603"
"41","14","300","20","erdos_renyi","covar","covar_1","ZIPLN","BIC","0.08","0.62025","0.554501380914416","0","0.125","1","0.222","19.8934345245361"
"42","14","300","20","erdos_renyi","covar","covar_1","PLN_ZIvar","BIC","0.07","0.7890625","0.490092304329548","0","0",NA,"0","9.93591356277466"
"43","15","300","20","erdos_renyi","covar","covar_1","PLN","BIC","0.08","0.4933125","0.493252477880499","0.176","0.5","0.111","0.182","20.833503484726"
"44","15","300","20","erdos_renyi","covar","covar_1","ZIPLN","BIC","0.07","0.841625","0.60132470555397","0","0.25","1","0.4","27.5571639537811"
"45","15","300","20","erdos_renyi","covar","covar_1","PLN_ZIvar","BIC","0.07","0.8323125","0.557792079114625","0","0",NA,"0","12.2045180797577"
"46","16","300","20","erdos_renyi","covar","covar_1","PLN","BIC","0.07","0.5013","0.444292523384836","0.481","0.8","0.043","0.082","13.36305809021"
"47","16","300","20","erdos_renyi","covar","covar_1","ZIPLN","BIC","0.07","0.5224","0.5753773185666","0","0",NA,"0","14.0185432434082"
"48","16","300","20","erdos_renyi","covar","covar_1","PLN_ZIvar","BIC","0.05","0.7227","0.531204257478044","0","0",NA,"0","11.487645149231"
"49","17","300","20","erdos_renyi","covar","covar_1","PLN","BIC","0.07","0.329925","0.462640138452472","0.486","0.571","0.043","0.08","17.686203956604"
"50","17","300","20","erdos_renyi","covar","covar_1","ZIPLN","BIC","0.04","0.650012","0.564398922796003","0","0",NA,"0","20.4497499465942"
"51","17","300","20","erdos_renyi","covar","covar_1","PLN_ZIvar","BIC","0.05","0.777263","0.536171322315902","0","0",NA,"0","18.9251384735107"
"52","18","300","20","erdos_renyi","covar","covar_1","PLN","BIC","0.11","0.4819475","0.424388677837327","0.101","0.364","0.182","0.242","26.972373008728"
"53","18","300","20","erdos_renyi","covar","covar_1","ZIPLN","BIC","0.1","0.5023655","0.527654865270661","0.006","0.364","0.8","0.5","14.754457950592"
"54","18","300","20","erdos_renyi","covar","covar_1","PLN_ZIvar","BIC","0.08","0.7549365","0.48655623605116","0.011","0.545","0.75","0.632","8.6893002986908"
"55","19","300","20","erdos_renyi","covar","covar_1","PLN","BIC","0.09","0.2198125","0.442785873300258","0.291","0.125","0.019","0.032","15.7601523399353"
"56","19","300","20","erdos_renyi","covar","covar_1","ZIPLN","BIC","0.08","0.6239375","0.582443849878705","0","0",NA,"0","16.5545065402985"
"57","19","300","20","erdos_renyi","covar","covar_1","PLN_ZIvar","BIC","0.06","0.696125","0.532450788190203","0","0",NA,"0","10.4078967571259"
"58","20","300","20","erdos_renyi","covar","covar_1","PLN","BIC","0.08","0.358924","0.464792791850143","0.093","0.286","0.105","0.154","29.0054647922516"
"59","20","300","20","erdos_renyi","covar","covar_1","ZIPLN","BIC","0.07","0.9034965","0.570981779826465","0","0",NA,"0","15.4230704307556"
