"","simu","n","p","omega_structure","zi_type","zi_config","method","criterion","omega_rmse","AUC","rmse_fit","fallout","recall","precision","f1_score","time"
"102","21","300","20","erdos_renyi","sites","sites_2","ZIPLN","BIC","0.05","0.6258","0.572703522661894","0.017","0.6","0.667","0.632","1.16262619495392"
"103","22","300","20","erdos_renyi","sites","sites_2","PLN","BIC","0.07","0.775625","0.523748697355748","0","0.25","1","0.4","2.18957495689392"
"104","22","300","20","erdos_renyi","sites","sites_2","ZIPLN","BIC","0.05","0.9211875","0.589624328645173","0","0.25","1","0.4","59.5939457416534"
"105","23","300","20","erdos_renyi","sites","sites_2","PLN","BIC","0.08","0.8332895","0.527128917330273","0","0.222","1","0.364","2.79282689094543"
"106","23","300","20","erdos_renyi","sites","sites_2","ZIPLN","BIC","0.07","0.878317","0.557411884448382","0","0.222","1","0.364","1.19908857345581"
"107","24","300","20","erdos_renyi","sites","sites_2","PLN","BIC","0.07","0.65295","0.544458485657435","0","0",NA,"0","3.27274918556213"
"108","24","300","20","erdos_renyi","sites","sites_2","ZIPLN","BIC","0.05","0.71165","0.603944942162724","0","0.2","1","0.333","1.11400437752406"
"109","25","300","20","erdos_renyi","sites","sites_2","PLN","BIC","0.08","0.8184775","0.541957404012373","0","0",NA,"0","3.18962407112122"
"110","25","300","20","erdos_renyi","sites","sites_2","ZIPLN","BIC","0.07","0.7935315","0.576907557432319","0","0.182","1","0.308","58.8024988174438"
"111","26","300","20","erdos_renyi","sites","sites_2","PLN","BIC","0.05","0.66419","0.539413031686272","0","0",NA,"0","2.18364500999451"
"112","26","300","20","erdos_renyi","sites","sites_2","ZIPLN","BIC","0.04","0.6324665","0.578111684977131","0.005","0.167","0.5","0.25","55.7618596553802"
"113","27","300","20","erdos_renyi","sites","sites_2","PLN","BIC","0.06","0.8185785","0.514287472055509","0.005","0.429","0.75","0.545","3.1016788482666"
"114","27","300","20","erdos_renyi","sites","sites_2","ZIPLN","BIC","0.05","0.669905","0.562489396138868","0.011","0.429","0.6","0.5","59.4418611526489"
"115","28","300","20","erdos_renyi","sites","sites_2","PLN","BIC","0.12","0.7706015","0.526522715316196","0","0.154","1","0.267","2.50814485549927"
"116","28","300","20","erdos_renyi","sites","sites_2","ZIPLN","BIC","0.09","0.792283","0.567849614324307","0.023","0.692","0.692","0.692","1.18237178325653"
"117","29","300","20","erdos_renyi","sites","sites_2","PLN","BIC","0.08","0.67045","0.525891392027981","0","0",NA,"0","2.76415228843689"
"118","29","300","20","erdos_renyi","sites","sites_2","ZIPLN","BIC","0.06","0.69705","0.577737299234912","0.011","0.4","0.667","0.5","57.764689207077"
"119","30","300","20","erdos_renyi","sites","sites_2","PLN","BIC","0.06","0.749125","0.522306858039481","0","0.25","1","0.4","2.76625275611877"
"120","30","300","20","erdos_renyi","sites","sites_2","ZIPLN","BIC","0.05","0.89075","0.561760726775728","0","0.5","1","0.667","1.03706776301066"
"121","1","300","20","erdos_renyi","sites","sites_3","PLN","BIC","0.09","0.4878425","0.444879729387192","0","0",NA,"0","3.18468379974365"
"122","1","300","20","erdos_renyi","sites","sites_3","ZIPLN","BIC","0.38","0.47722","0.670193819401481","0","0",NA,"0","31.0669300556183"
"123","2","300","20","erdos_renyi","sites","sites_3","PLN","BIC","0.11","0.4867425","0.438911842812033","0","0",NA,"0","3.53825044631958"
"124","2","300","20","erdos_renyi","sites","sites_3","ZIPLN","BIC","0.26","0.6274375","0.64272185422087","0","0",NA,"0","31.6278777122498"
"125","3","300","20","erdos_renyi","sites","sites_3","PLN","BIC","0.12","0.6247155","0.410952179161152","0","0",NA,"0","3.38283634185791"
"126","3","300","20","erdos_renyi","sites","sites_3","ZIPLN","BIC","0.27","0.6131715","0.601661773840254","0","0",NA,"0","33.2463972568512"
"127","4","300","20","erdos_renyi","sites","sites_3","PLN","BIC","0.13","0.4845275","0.437597475945122","0","0",NA,"0","4.89534592628479"
"128","4","300","20","erdos_renyi","sites","sites_3","ZIPLN","BIC","0.33","0.729185","0.658709360976308","0","0",NA,"0","25.5186886787415"
"129","5","300","20","erdos_renyi","sites","sites_3","PLN","BIC","0.1","0.5267","0.44734795076491","0","0",NA,"0","3.79833269119263"
"130","5","300","20","erdos_renyi","sites","sites_3","ZIPLN","BIC","0.32","0.57705","0.666482488360999","0","0",NA,"0","28.5055601596832"
"131","6","300","20","erdos_renyi","sites","sites_3","PLN","BIC","0.1","0.488073","0.408964303712774","0","0",NA,"0","4.22106957435608"
"132","6","300","20","erdos_renyi","sites","sites_3","ZIPLN","BIC","0.22","0.469145","0.601834540264703","0","0",NA,"0","28.9872920513153"
"133","7","300","20","erdos_renyi","sites","sites_3","PLN","BIC","0.08","0.5471","0.417788202178699","0","0",NA,"0","2.19617676734924"
"134","7","300","20","erdos_renyi","sites","sites_3","ZIPLN","BIC","0.26","0.6557","0.618725233610506","0","0",NA,"0","27.6411418914795"
"135","8","300","20","erdos_renyi","sites","sites_3","PLN","BIC","0.1","0.539","0.450880122753876","0","0",NA,"0","1.73117589950562"
